# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = prior_model
# start_datetime = 2023-04-13 09:20:00 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 0
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = fixed_param
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /tmp/tmpjdx6wopj/m6nqqjez.json
# init = 2 (Default)
# random
#   seed = 123456
# output
#   file = /home/AGH-Data-Analytics/lab_5/samples/prior-20230413092000.csv
#   diagnostic_file =  (Default)
#   refresh = 1000
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,beta.1,beta.2,alpha,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,y_ppc.1,y_ppc.2,y_ppc.3,y_ppc.4,y_ppc.5,y_ppc.6,y_ppc.7,y_ppc.8,y_ppc.9,y_ppc.10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.597051,-1.44402,0.236768,-1045.34,-729.949,-1070.04,-1247.66,-1162.06,-509.959,-1087.47,-1156.03,-312.226,-1525.95,0,0,0,0,0,0,0,0,0,0
0,0,-2.14247,-1.02058,-3.34442,-803.866,-583.523,-839.275,-964.806,-881.228,-417.785,-838.769,-871.84,-265.212,-1138.41,0,0,0,0,0,0,0,0,0,0
0,0,-2.55929,-3.12277,1.42573,-2352.11,-1673.9,-2432.48,-2816.58,-2596.81,-1182.76,-2450.91,-2576.08,-735.9,-3383.75,0,0,0,0,0,0,0,0,0,0
0,0,-0.377554,-1.21516,-1.46834,-902.457,-637.929,-929.403,-1078.87,-998.914,-449.285,-939.667,-992.083,-278.49,-1305.13,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.827097,-2.20162,1.31514,-1634.52,-1155.4,-1684.34,-1955.14,-1809,-813.039,-1702.22,-1796.34,-502.879,-2363.81,0,0,0,0,0,0,0,0,0,0
0,0,-0.393337,-1.51035,0.928201,-1117.11,-788.244,-1150.07,-1335.84,-1237.15,-554.078,-1163.2,-1228.81,-342.173,-1617.76,0,0,0,0,0,0,0,0,0,0
0,0,0.725083,-0.563316,2.50765,-393.564,-270.036,-399.755,-469.043,-440.08,-186.186,-409.013,-438.713,-111.51,-582.035,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.210369,-0.8878,0.156935,-656.537,-463.207,-675.766,-784.965,-727.14,-325.644,-683.592,-722.281,-201.188,-950.866,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.332119,-0.984119,3.50817,-710.864,-495.994,-728.222,-849.268,-790.258,-345.768,-739.723,-786.001,-210.636,-1038.26,0,0,0,0,0,0,0,0,0,0
0,0,1.04358,-0.600814,-3.26606,-419.217,-287.196,-423.928,-497.828,-469.369,-198.845,-435.154,-468.453,-120.55,-620.774,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-5.10423,-1.53029,-0.66441,-1246.4,-917.9,-1312.73,-1500.96,-1358.61,-661.818,-1302.52,-1340.75,-423.587,-1744.25,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.971627,-0.573975,-0.897352,-445.514,-321.359,-463.795,-534.394,-489.489,-229.08,-464.676,-484.675,-144.44,-634.13,0,0,0,0,0,0,0,0,0,0
0,0,-2.24514,-1.37047,-1.08033,-1060.89,-764.37,-1104.01,-1272.58,-1166.03,-544.337,-1106.49,-1154.69,-342.617,-1511.39,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-1.04663,-0.753951,-1.2308,-579.75,-416.435,-602.156,-694.892,-637.973,-296.14,-604.462,-632.11,-186.108,-827.969,0,0,0,0,0,0,0,0,0,0
0,0,1.91027,-2.80743,0.849489,-2013.95,-1400.03,-2056.73,-2402.04,-2242.37,-975.323,-2094.36,-2232.15,-594.642,-2949.84,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-1.34241,-0.497858,0.135644,-397.51,-290.32,-416.864,-478.101,-434.654,-208.28,-415.131,-429.48,-132.365,-560.114,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-1.09949,-0.819661,-0.923742,-628.943,-451.356,-653.032,-753.851,-692.317,-320.73,-655.731,-686.019,-201.3,-898.871,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-2.53896,-2.06794,0.441282,-1578.36,-1130.09,-1637.49,-1891.85,-1738.72,-801.469,-1645.47,-1723.3,-501.332,-2259.84,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1.4466,-1.48977,3.06344,-1055.71,-729.492,-1075.38,-1258.62,-1177.78,-505.854,-1097.51,-1173.23,-306.009,-1553.21,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1.92105,-7.49246,-0.0702324,-5453.43,-3818.15,-5589.83,-6511.4,-6056.67,-2672,-5674.36,-6023.05,-1640.15,-7944.76,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.827646,-2.11547,1.14263,-1571.48,-1111.13,-1619.58,-1879.78,-1739.06,-782.039,-1636.6,-1726.83,-483.85,-2272.16,0,0,0,0,0,0,0,0,0,0
0,0,0.139383,-1.07571,-2.75299,-788.98,-554.336,-809.519,-941.832,-875.316,-389.234,-820.973,-870.216,-240.407,-1146.4,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4.49887,-2.70807,1.71763,-1878.04,-1283.18,-1900.71,-2233.8,-2103.68,-884.129,-1950.28,-2099.14,-530.201,-2786.11,0,0,0,0,0,0,0,0,0,0
0,0,3.52371,-1.31437,3.59767,-876.584,-586.526,-878.205,-1039.87,-988.781,-398.208,-908.967,-989.256,-233.128,-1320,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.395356,-1.0813,-0.798187,-803.958,-568.631,-828.352,-961.351,-889.671,-400.53,-837.188,-883.474,-248.253,-1162.16,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1.13699,-3.06482,-2.01293,-2224.31,-1555.04,-2277.64,-2654.62,-2471.77,-1087.6,-2313.98,-2458.72,-667.277,-3244.1,0,0,0,0,0,0,0,0,0,0
0,0,-0.938735,-1.84571,-2.712,-1379.99,-978.564,-1423.47,-1650.5,-1525.77,-690.571,-1437.24,-1514.66,-429.324,-1990.89,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-1.25338,-1.97157,-0.977184,-1478.19,-1049.64,-1526.4,-1768.9,-1633.41,-741.006,-1539.84,-1621.04,-460.691,-2130.24,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0542611,-1.66268,1.21731,-1217.89,-855.371,-1250.76,-1455.28,-1351.01,-599.535,-1267.66,-1342.81,-368.693,-1770.01,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1.53062,-0.280916,-1.40872,-170.866,-108.096,-165.77,-200.323,-196.401,-70.9573,-176.233,-198.057,-39.5631,-267.192,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.863427,-2.42108,-0.801047,-1757.15,-1228.49,-1799.53,-2097.32,-1952.56,-859.1,-1828.06,-1942.19,-526.887,-2562.68,0,0,0,0,0,0,0,0,0,0
0,0,-1.71184,-0.607545,2.00851,-485.014,-354.281,-509.147,-583.875,-530.194,-253.871,-506.664,-523.732,-160.863,-683.295,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-1.12718,-0.799448,1.06679,-612.78,-439.628,-636.66,-734.992,-674.482,-312.004,-639.018,-668.23,-195.245,-875.943,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1.61,-4.79405,-0.197526,-3480.39,-2433.68,-3565,-4154.67,-3867.14,-1701.83,-3620.99,-3846.39,-1043.51,-5075.24,0,0,0,0,0,0,0,0,0,0
0,0,-3.00204,-1.35052,-1.4618,-1064.79,-773.381,-1112.82,-1278.93,-1166.83,-553.393,-1111.31,-1154.07,-350.66,-1507.16,0,0,0,0,0,0,0,0,0,0
0,0,0.5132,-0.054427,3.30263,-24.33,-11.9517,-21.8261,-28.5206,-29.7105,-5.62274,-24.9364,-30.4648,-0.62339,-43.4262,0,0,0,0,0,0,0,0,1,0
0,0,-0.220817,-0.280902,2.81593,-208.666,-147.65,-215.829,-250.38,-230.696,-103.508,-217.534,-228.85,-63.3583,-301.483,0,0,0,0,0,0,0,0,0,0
0,0,-0.926677,-3.2267,1.75295,-2388.89,-1686.39,-2459.91,-2856.79,-2645.17,-1185.77,-2487.54,-2627.18,-732.628,-3458.3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.378403,-0.61022,2.02264,-436.797,-303.391,-446.352,-521.41,-486.371,-210.93,-454.347,-484.077,-128.002,-640.147,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2.64665,-0.875946,-1.62867,-581.054,-387.451,-580.046,-687.788,-656.423,-263.142,-602.039,-657.336,-154.618,-877.161,0,0,0,0,0,0,0,0,0,0
0,0,0.163012,-1.29519,1.79438,-944.966,-662.451,-969.729,-1129.04,-1048.91,-463.643,-983.496,-1042.76,-284.426,-1375.3,0,0,0,0,0,0,0,0,0,0
0,0,-2.93793,-0.104663,1.39484,-145.938,-126.06,-168.597,-181.471,-148.436,-98.1898,-154.954,-142.036,-68.952,-174.811,0,0,0,0,0,0,0,0,0,0
0,0,-0.0451466,-3.92967,0.698256,-2884.77,-2028.14,-2963.68,-3447.03,-3199.05,-1422.79,-3002.75,-3179.31,-876.341,-4189.33,0,0,0,0,0,0,0,0,0,0
0,0,1.60354,-1.26566,-2.26281,-892.773,-615.256,-906.862,-1062.54,-997.233,-426.758,-927.536,-994.112,-258.849,-1316.18,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.679748,-0.532171,-1.21123,-375.511,-258.818,-381.396,-446.853,-419.444,-179.583,-390.117,-418.143,-109.009,-553.551,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2.55085,-0.805834,2.84074,-527.421,-349.198,-525.681,-624.799,-596.989,-235.303,-546.494,-598.062,-136.047,-800.059,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.95454,-1.57951,-1.72074,-1183.99,-840.61,-1222.26,-1416.54,-1308.44,-593.548,-1233.28,-1298.63,-369.224,-1706.48,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.301892,-3.0641,1.58545,-2254.71,-1587.04,-2318.11,-2694.99,-2499.24,-1113.96,-2347.24,-2483.31,-686.54,-3271.39,0,0,0,0,0,0,0,0,0,0
0,0,-0.0222007,-0.172489,-0.582186,-127.722,-90.1417,-131.327,-152.543,-141.477,-63.4895,-132.941,-140.57,-39.4025,-184.944,0,0,0,0,0,0,0,0,0,0
0,0,1.28741,-1.65768,-1.52864,-1187.36,-824.704,-1211.51,-1415.4,-1322.55,-574.572,-1234.52,-1316.84,-350.592,-1740.29,0,0,0,0,0,0,0,0,0,0
0,0,0.972387,-2.28108,1.68548,-1649.29,-1151.04,-1688.11,-1968.68,-1833.72,-803.646,-1715.78,-1824.26,-491.438,-2408.56,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.975182,-3.20309,0.299874,-2327.36,-1628.11,-2384.6,-2778.58,-2585.56,-1138.74,-2421.5,-2571.49,-698.385,-3392.74,0,0,0,0,0,0,0,0,0,0
0,0,0.103363,-2.0393,4.81664,-1489.55,-1044.88,-1529.61,-1780.45,-1652.9,-731.24,-1550.52,-1642.91,-448.294,-2166.81,0,0,0,0,0,0,0,0,0,0
0,0,-0.32682,-1.83068,0.554441,-1351.01,-952.245,-1389.91,-1615.08,-1496.81,-669.014,-1406.58,-1487,-412.915,-1958.14,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2.48211,-3.44964,0.820569,-2471.64,-1717.14,-2523.26,-2947.57,-2752.58,-1195.82,-2570.17,-2740.29,-728.735,-3621.89,0,0,0,0,0,0,0,0,0,0
0,0,0.838471,-0.228585,1.56643,-146.091,-95.4215,-144.794,-172.91,-166.055,-63.5734,-151.272,-166.589,-35.9924,-223.659,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.470713,-0.519666,-0.907409,-371.045,-257.287,-378.144,-442.063,-413.56,-179.142,-385.694,-411.903,-109.262,-544.516,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.813902,-2.59374,1.8545,-1921.49,-1356.87,-1979.06,-2298.09,-2127.36,-954.173,-2000.93,-2112.76,-589.573,-2780.98,0,0,0,0,0,0,0,0,0,0
0,0,6.6283,-1.11124,0.631334,-655.936,-407.059,-631.763,-768.445,-758.092,-262.442,-676.017,-765.792,-141.121,-1038.12,0,0,0,0,0,0,0,0,0,0
0,0,-2.62076,-3.69696,1.62977,-2774.84,-1971.52,-2867.12,-3321.85,-3065.35,-1391.71,-2890.99,-3041.63,-864.725,-3996.99,0,0,0,0,0,0,0,0,0,0
0,0,-4.40233,-0.913103,1.36006,-774.514,-579.86,-823.592,-935.904,-838.757,-421.632,-810.712,-825.387,-272.699,-1068.86,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.284761,-0.00476222,2.14006,-8.18969,-7.43628,-10.2783,-10.864,-8.00114,-5.56386,-8.90208,-7.40781,-3.4781,-9.20122,0,0,0,0,0,0,0,0,0,0
0,0,-0.0878912,-0.0520689,-4.52257,-44.8506,-33.5874,-46.5072,-52.9117,-48.8403,-25.2172,-46.5884,-48.4042,-17.5402,-61.9617,0,0,0,0,0,0,0,0,0,0
0,0,1.82049,-0.998648,-1.27777,-690.593,-471.068,-697.823,-820.657,-774.126,-324.558,-716.912,-772.774,-194.848,-1025.79,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4.02365,-5.16127,-0.572855,-3692.37,-2563.19,-3767.43,-4402.27,-4113.32,-1784.45,-3839.17,-4095.56,-1087.16,-5413.96,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-2.42346,-1.11144,1.63188,-872.33,-632.459,-911.523,-1048.23,-956.398,-451.603,-910.52,-945.994,-284.995,-1236.48,0,0,0,0,0,0,0,0,0,0
0,0,1.24796,-0.750373,0.854549,-519.969,-355.139,-526.24,-618.536,-582.494,-244.574,-539.984,-581.238,-146.511,-771.588,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3.14213,-5.68371,0.515517,-4095.92,-2853.73,-4187.6,-4886.69,-4556.9,-1991,-4260.15,-4534.77,-1216.68,-5989.2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2.96305,-3.04887,-1.7741,-2168.53,-1500.92,-2208.77,-2583.78,-2418.37,-1043.24,-2254.07,-2409.05,-634.264,-3186.69,0,0,0,0,0,0,0,0,0,0
0,0,0.270049,-0.489012,0.622313,-351.832,-244.957,-359.722,-419.87,-391.493,-170.729,-365.962,-389.588,-104.107,-514.724,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-3.50285,-0.973158,3.38997,-794.976,-586.331,-838.959,-958.658,-865.823,-422.453,-831.177,-853.952,-269.67,-1111.06,0,0,0,0,0,0,0,0,0,0
0,0,-1.34434,-2.14429,-1.22084,-1607.4,-1141.28,-1659.69,-1923.44,-1776.25,-805.686,-1674.41,-1762.84,-500.907,-2316.61,0,0,0,0,0,0,0,0,0,0
0,0,1.07762,-2.13942,-2.40957,-1546.88,-1079.41,-1582.13,-1845.27,-1720.19,-754.249,-1608.91,-1711.65,-462.258,-2259.32,0,0,0,0,0,0,0,0,0,0
0,0,1.89869,-2.49477,-1.92991,-1787.52,-1241.77,-1824.13,-2130.99,-1990.9,-865.165,-1858.57,-1982.23,-527.885,-2619.59,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3.19664,-2.89278,-3.50319,-2050.09,-1416.26,-2085.57,-2441.38,-2287.9,-983.561,-2130.48,-2279.83,-597.448,-3016.88,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1.25133,-2.19502,-0.0273774,-1581.14,-1101.38,-1616.28,-1886.27,-1759.25,-768.347,-1644.49,-1750.77,-469.496,-2312.39,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.0580084,-1.03667,0.450816,-761.856,-535.921,-782.996,-910.506,-844.674,-376.042,-793.072,-839.375,-231.654,-1105.91,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-2.95791,-1.93533,3.46612,-1488.06,-1069.11,-1547.47,-1785.51,-1636.97,-759.239,-1552.03,-1621.37,-475.439,-2124.67,0,0,0,0,0,0,0,0,0,0
0,0,1.74977,-1.98982,-1.78338,-1420.31,-984.784,-1447.86,-1692.61,-1583,-685.352,-1476.51,-1576.55,-417.516,-2084.43,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.00618054,-2.10486,-1.09265,-1545.91,-1087.05,-1587.97,-1846.87,-1714.32,-762.924,-1609.05,-1703.8,-470.378,-2244.74,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.871032,-0.0927669,-1.31895,-48.5051,-27.4109,-44.2632,-55.6735,-57.6685,-16.6089,-49.546,-58.9467,-8.06945,-81.0457,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.275358,-3.61544,1.51243,-2645.61,-1857.17,-2716,-3160.7,-2935.4,-1301.5,-2753.53,-2917.87,-800.326,-3846.49,0,0,0,0,0,0,0,0,0,0
0,0,-0.630764,-0.379908,0.319524,-293.671,-211.482,-305.685,-352.413,-322.802,-150.453,-306.33,-319.641,-94.4922,-418.539,0,0,0,0,0,0,0,0,0,0
0,0,1.05498,-3.78177,-0.999359,-2751.5,-1926.02,-2819.75,-3284.91,-3056.15,-1347.85,-2862.84,-3039.35,-827.455,-4009.16,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1.51388,-3.51837,3.14305,-2543,-1774.49,-2602.78,-3035.53,-2827.5,-1238.71,-2645.53,-2812.94,-757.231,-3714.13,0,0,0,0,0,0,0,0,0,0
0,0,0.136892,-0.723265,-1.39729,-528.989,-371.18,-542.496,-631.457,-587.124,-260.345,-550.413,-583.781,-160.495,-769.387,0,0,0,0,0,0,0,0,0,0
0,0,2.03538,-0.421421,0.0242027,-260.45,-166.545,-254.631,-306.466,-298.234,-109.787,-269.022,-300.198,-61.3867,-404.433,0,0,0,0,0,0,0,0,0,0
0,0,0.120136,-1.54509,-2.48115,-1133.7,-796.747,-1163.76,-1353.81,-1257.55,-559.283,-1179.81,-1250.06,-345.115,-1646.91,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
